loss,dimension_loss,orientation_loss,confidence_loss,dimension_mse,orientation_mse,confidence_accuracy,val_loss,val_dimension_loss,val_orientation_loss,val_confidence_loss,val_dimension_mse,val_orientation_mse,val_confidence_accuracy
0.7710232734680176,0.120532140135765,0.0628713890910148,0.148111492395401,0.120532140135765,0.7500118613243103,0.8378122448921204,0.8622283935546875,0.1464921683073043,0.0487389527261257,0.1133173704147338,0.1464921683073043,0.7503714561462402,0.90128755569458
0.688444197177887,0.1057148054242134,0.0599320419132709,0.1399424374103546,0.1057148054242134,0.7502772808074951,0.8472747802734375,0.8070898652076721,0.1372067183256149,0.0467215105891227,0.1019483432173729,0.1372067183256149,0.7505412101745605,0.9093347787857056
0.6152086853981018,0.0924017429351806,0.0582665354013443,0.1316007375717163,0.0924017429351806,0.7504140138626099,0.8550340533256531,0.930198073387146,0.1632546484470367,0.044297881424427,0.0949566811323165,0.1632546484470367,0.7507442831993103,0.9071888327598572
0.568829357624054,0.0842749401926994,0.0565276853740215,0.1253257691860199,0.0842749401926994,0.7505704164505005,0.8576835989952087,0.9068124890327454,0.1592337042093277,0.0434213578701019,0.0910235121846199,0.1592337042093277,0.7509114146232605,0.9104077219963074
0.5321312546730042,0.0785144940018653,0.0529106482863426,0.120385505259037,0.0785144940018653,0.7508878707885742,0.8624148368835449,0.847534716129303,0.1488046646118164,0.040691889822483,0.0849469974637031,0.1488046646118164,0.7510735988616943,0.9168455004692078
0.5115309357643127,0.0755650028586387,0.0504539385437965,0.1160506308078765,0.0755650028586387,0.7511345744132996,0.8680923581123352,0.9437768459320068,0.1680571138858795,0.0412155836820602,0.08333470672369,0.1680571138858795,0.750792384147644,0.9163089990615844
0.4793616533279419,0.0698399767279625,0.0494508706033229,0.1119716167449951,0.0698399767279625,0.7512286901473999,0.8715934753417969,0.7058162689208984,0.121562972664833,0.0395016744732856,0.0774984657764434,0.121562972664833,0.751274824142456,0.9270386099815368
0.4580587744712829,0.0668280646204948,0.0473107025027275,0.1059039533138275,0.0668280646204948,0.7513971924781799,0.881056010723114,0.9790799021720886,0.1773791462182998,0.0369593501091003,0.0734897777438163,0.1773791462182998,0.7513773441314697,0.9291845560073853
0.4415142238140106,0.0644207224249839,0.0460121780633926,0.100784033536911,0.0644207224249839,0.751517653465271,0.8869227766990662,0.7671617865562439,0.1364718973636627,0.03315906599164,0.0701272264122963,0.1364718973636627,0.7516354918479919,0.9265021681785583
0.4440469741821289,0.0656080022454261,0.0436055809259414,0.1011973395943641,0.0656080022454261,0.7517234086990356,0.8840840458869934,0.7699562907218933,0.1378209143877029,0.0316640213131904,0.0667115747928619,0.1378209143877029,0.7520056962966919,0.928648054599762
0.4735545814037323,0.0698371976613998,0.0477542504668235,0.1054752990603447,0.0698371976613998,0.7511836886405945,0.8803936243057251,0.9582486748695374,0.1733362674713134,0.0375456847250461,0.0704970955848693,0.1733362674713134,0.7523191571235657,0.9291845560073853
0.4698602855205536,0.0700401365756988,0.0457340329885482,0.1021158397197723,0.0700401365756988,0.7513718008995056,0.8847464323043823,0.8186957836151123,0.1462740749120712,0.0356982350349426,0.0675569325685501,0.1462740749120712,0.7525311708450317,0.9307940006256104
0.4359444081783294,0.0645612850785255,0.0428502447903156,0.0977254658937454,0.0645612850785255,0.7516232132911682,0.890707790851593,1.0486609935760498,0.1929806172847747,0.0341928303241729,0.0649378523230552,0.1929806172847747,0.7527951598167419,0.9345493316650392
0.405460387468338,0.059176355600357,0.0413007512688636,0.0952545180916786,0.059176355600357,0.751778781414032,0.891843318939209,1.0200494527816772,0.1876076310873031,0.0328317545354366,0.065526857972145,0.1876076310873031,0.7526488900184631,0.9265021681785583
0.3992223739624023,0.0580741204321384,0.0416348576545715,0.0927990302443504,0.0580741204321384,0.7517448663711548,0.8953444361686707,1.088514804840088,0.2020936459302902,0.0317768938839435,0.0607628747820854,0.2020936459302902,0.7527621388435364,0.9415236115455629
0.3774133920669555,0.0546585284173488,0.0389478728175163,0.0913982689380645,0.0546585284173488,0.7519830465316772,0.893830418586731,0.6345588564872742,0.1118089109659195,0.0305003058165311,0.0595273487269878,0.1118089109659195,0.7530046701431274,0.9399141669273376
0.3692518770694732,0.0537892989814281,0.0379603020846843,0.0867305174469947,0.0537892989814281,0.7520887851715088,0.903292953968048,0.9241009950637816,0.1700955778360366,0.0299439970403909,0.0574146956205368,0.1700955778360366,0.753405749797821,0.9431330561637878
0.3570851981639862,0.051841851323843,0.0372068770229816,0.084132120013237,0.051841851323843,0.7521291971206665,0.906415581703186,0.5513008832931519,0.0962212681770324,0.0287412945181131,0.054165843874216,0.0962212681770324,0.7526585459709167,0.9474248886108398
0.3279392719268799,0.0468377582728862,0.0355899855494499,0.0807313397526741,0.0468377582728862,0.7522962689399719,0.9101060032844543,0.6310800909996033,0.1128180846571922,0.0270870234817266,0.0527180954813957,0.1128180846571922,0.7533907890319824,0.9565450549125672
0.3202628791332245,0.0456974878907203,0.0347721502184867,0.0792340487241745,0.0456974878907203,0.7523467540740967,0.9122823476791382,0.6480880379676819,0.1165925934910774,0.0262604393064975,0.0514683909714221,0.1165925934910774,0.7534847855567932,0.9474248886108398
0.3315702378749847,0.0474069043993949,0.0361339077353477,0.0806688442826271,0.0474069043993949,0.7520841360092163,0.907740354537964,0.7685783505439758,0.1407301276922226,0.025002647191286,0.0548477433621883,0.1407301276922226,0.7544369101524353,0.942060112953186
0.3203990757465362,0.0459201373159885,0.0346162170171737,0.0777476504445076,0.0459201373159885,0.7522075772285461,0.9109576344490052,1.0495446920394895,0.1974641382694244,0.0236963517963886,0.0533589795231819,0.1974641382694244,0.7545607089996338,0.9458154439926147
0.3154848217964172,0.0454018525779247,0.0337906666100025,0.0755794495344162,0.0454018525779247,0.7523018717765808,0.9127554893493652,0.896468997001648,0.1669581979513168,0.0239475015550851,0.0515133738517761,0.1669581979513168,0.7545632123947144,0.9431330561637878
0.2950889766216278,0.0420048721134662,0.0322389975190162,0.0734122768044471,0.0420048721134662,0.752420961856842,0.9164458513259888,1.008453130722046,0.1901769191026687,0.0208920743316411,0.0524602569639682,0.1901769191026687,0.7550646662712097,0.9468883872032166
0.2848107516765594,0.0404469780623912,0.0313887558877468,0.0709853023290634,0.0404469780623912,0.7525059580802917,0.922596514225006,0.4116116166114807,0.0713172107934951,0.0200521890074014,0.0498944073915481,0.0713172107934951,0.754623293876648,0.9533261656761168
0.2737475037574768,0.0388097316026687,0.0302360188215971,0.0686896070837974,0.0388097316026687,0.7526181936264038,0.922596514225006,0.7756019830703735,0.1440238207578659,0.0205970630049705,0.0491747520864009,0.1440238207578659,0.7549697756767273,0.9527897238731384
0.2756320238113403,0.0394439809024333,0.0295178070664405,0.0682708397507667,0.0394439809024333,0.7526759505271912,0.9228804111480712,1.117011785507202,0.2128338366746902,0.0192379690706729,0.0479708649218082,0.2128338366746902,0.754833459854126,0.9538626670837402
0.2725766599178314,0.039596177637577,0.027528503909707,0.0666062906384468,0.039596177637577,0.7528472542762756,0.92685467004776,0.925309717655182,0.1751057654619217,0.017764214426279,0.0462686866521835,0.1751057654619217,0.754957377910614,0.9511802792549132
0.2743478417396545,0.0402487702667713,0.0272480826824903,0.0644636675715446,0.0402487702667713,0.7528859376907349,0.92685467004776,0.562457263469696,0.1028084307909011,0.0169190466403961,0.0460727661848068,0.1028084307909011,0.7553081512451172,0.9570815563201904
0.2564007341861725,0.036941360682249,0.0273777637630701,0.0612549819052219,0.036941360682249,0.7528725266456604,0.9341408014297484,0.8016105890274048,0.1507848799228668,0.017063109204173,0.0441840104758739,0.1507848799228668,0.75503009557724,0.9613733887672424
0.2877151370048523,0.041327089071273804,0.03058408573269844,0.07040585577487946,0.041327089071273804,0.7526594400405884,0.9207040071487427,0.6085382699966431,0.11111915111541748,0.019993769004940987,0.045904044061899185,0.11111915111541748,0.7543596625328064,0.9490343332290649
0.2778967022895813,0.039930619299411774,0.02939147688448429,0.06831317394971848,0.039930619299411774,0.7527796626091003,0.9222180247306824,0.43871352076530457,0.07722420245409012,0.020221689715981483,0.044520020484924316,0.07722420245409012,0.7542052268981934,0.9527897238731384
0.2583160996437073,0.03673208877444267,0.02777690812945366,0.06598024815320969,0.03673208877444267,0.7529256939888,0.9270439147949219,0.7460901737213135,0.13949668407440186,0.017389284446835518,0.04504510015249252,0.13949668407440186,0.7545737028121948,0.946351945400238
0.25140705704689026,0.035720694810152054,0.02720053307712078,0.06400594860315323,0.035720694810152054,0.7529811263084412,0.9309235215187073,0.6417914032936096,0.1188843622803688,0.017305582761764526,0.04282260313630104,0.1188843622803688,0.7547135949134827,0.9581544995307922
0.25631195306777954,0.03705914691090584,0.026419537141919136,0.06277389079332352,0.03705914691090584,0.7530613541603088,0.9320590496063232,0.4884808659553528,0.08847825229167938,0.01665075123310089,0.04222721606492996,0.08847825229167938,0.7546659111976624,0.954935610294342
0.2664647102355957,0.03957206755876541,0.02507166378200054,0.06199325621128082,0.03957206755876541,0.7531566023826599,0.9313966631889343,0.5385316014289856,0.09893955290317535,0.015734324231743813,0.04046463593840599,0.09893955290317535,0.7544686794281006,0.9570815563201904
0.23326654732227325,0.033303968608379364,0.024850374087691307,0.05894245579838753,0.033303968608379364,0.7532002329826355,0.9359386563301086,0.4633996784687042,0.08401525765657425,0.014767390675842762,0.042345065623521805,0.08401525765657425,0.7550888061523438,0.9490343332290649
0.2215416133403778,0.03155948966741562,0.02360718697309494,0.05666704103350639,0.03155948966741562,0.7533115148544312,0.9423732161521912,0.705978512763977,0.1328696757555008,0.014529954642057419,0.039670832455158234,0.1328696757555008,0.7546822428703308,0.9560086131095886
0.21648313105106354,0.030858198180794716,0.022909797728061676,0.05565489083528519,0.030858198180794716,0.7533644437789917,0.9415215849876404,0.6036348938941956,0.11253266781568527,0.013847670517861843,0.04039931669831276,0.11253266781568527,0.7549023628234863,0.9554721117019653
0.2259538769721985,0.03279721364378929,0.02249791845679283,0.05644215643405914,0.03279721364378929,0.7534054517745972,0.9410484433174133,0.6849085092544556,0.12913905084133148,0.013164767995476723,0.03893280029296875,0.12913905084133148,0.7549580931663513,0.9570815563201904
